name,online_order,book_table,rate,votes,rest_type,cuisines,cost,locality
Chung Wah,Yes,No,3.7,323,Casual Dining,"Chinese, Thai, Momos",850.0,Banashankari
Shanthi Sagar,Yes,No,3.1,28,Casual Dining,"South Indian, North Indian, Chinese",400.0,Banashankari
Millet Mama,Yes,No,3.9,18,Quick Bites,"South Indian, Healthy Food",200.0,Banashankari
Bangarpet Chat Express,Yes,No,3.3,6,Quick Bites,"Street Food, Fast Food",100.0,Banashankari
South Cool Point,Yes,No,,0,Dessert Parlor,Beverages,100.0,Banashankari
Prems Graama Bhojanam,Yes,No,4.3,322,Casual Dining,South Indian,400.0,Banashankari
Java City,Yes,No,2.6,157,Cafe,"Cafe, American, Pizza",450.0,Banashankari
Kamat Bugle Rock,Yes,No,3.9,543,Quick Bites,"South Indian, Fast Food",300.0,Banashankari
Puliyogare Point,Yes,No,4.2,444,Quick Bites,South Indian,100.0,Banashankari
Bangalore Agarwal Bhavan,Yes,No,3.9,134,Quick Bites,"Street Food, North Indian, South Indian",400.0,Banashankari
Rustic Stove,Yes,No,3.8,577,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900.0,Banashankari
Udupi Ruchi Grand,Yes,No,4.2,60,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Banashankari
De Thaali,Yes,No,3.9,144,Casual Dining,"North Indian, Chinese, Rolls",550.0,Banashankari
Just Thindi,Yes,No,3.6,16,Quick Bites,South Indian,200.0,Banashankari
Vasanth Vihar - Since 1965,Yes,No,3.6,95,Quick Bites,"South Indian, Street Food",150.0,Banashankari
Sea Spice by 7 Star,Yes,Yes,4.0,349,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Banashankari
Desi Dawat,Yes,No,3.7,248,Quick Bites,"North Indian, Fast Food",400.0,Banashankari
Cafe Aira,Yes,No,4.1,216,Cafe,"Cafe, Continental, Beverages, Desserts",500.0,Banashankari
Donne Biriyani combos,Yes,No,,0,Casual Dining,Biryani,400.0,Banashankari
Penthouse Cafe,Yes,No,4.0,324,Cafe,"Cafe, Italian, Continental",700.0,Banashankari
Mast Punjabi,Yes,No,2.6,231,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,
South Grand,Yes,No,3.4,102,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400.0,Banashankari
The Pizzeria,Yes,No,2.8,45,Casual Dining,"Pizza, Italian, Salad",800.0,Banashankari
Cafe Zone,Yes,No,3.9,149,Quick Bites,"Fast Food, Chinese, Rolls",300.0,Banashankari
Ruchis Point,Yes,No,3.8,75,Quick Bites,"Fast Food, Chinese",200.0,Banashankari
Firangi Bake,Yes,No,4.0,53,Delivery,"Mexican, Italian",600.0,Banashankari
The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,Casual Dining,"North Indian, Chinese",900.0,Banashankari
Hara Fine Dine,Yes,Yes,4.0,633,Casual Dining,"North Indian, Chinese",800.0,Banashankari
Chocoberry,Yes,No,3.5,56,Dessert Parlor,"Ice Cream, Desserts, Beverages",400.0,Banashankari
Dakshin Grand,Yes,No,3.0,82,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Banashankari
Sandwichwallas,Yes,No,3.7,35,Quick Bites,Fast Food,200.0,Banashankari
Chai Mane,Yes,No,3.6,20,Quick Bites,"Juices, Fast Food",150.0,Banashankari
SLV Upachar,Yes,No,3.1,14,Quick Bites,"South Indian, Chinese, Street Food",250.0,Banashankari
Waffle-A-Go Go,Yes,No,3.9,70,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400.0,Banashankari
Cross Road Cafe,Yes,No,3.9,91,Cafe,"Cafe, Fast Food, Chinese",300.0,Banashankari
Anand Donne Biriyani,Yes,No,3.6,45,Quick Bites,Biryani,200.0,Banashankari
Seven Star,Yes,No,3.4,7,Quick Bites,"North Indian, Chinese",250.0,Banashankari
Stop 'N' Joy,Yes,No,3.8,28,Quick Bites,Fast Food,150.0,Banashankari
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Casual Dining,"North Indian, Chinese",600.0,Banashankari
Fudge,Yes,No,3.8,36,Dessert Parlor,"Desserts, Momos",200.0,Banashankari
Just Bunny,Yes,No,3.5,11,Quick Bites,Fast Food,200.0,Banashankari
Bakers Town,Yes,No,3.8,77,Cafe,"Cafe, Continental, Fast Food",650.0,Banashankari
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Sweet Shop,"Mithai, Street Food",100.0,Banashankari
Kaapi Kendra,Yes,No,3.7,14,Quick Bites,South Indian,100.0,Banashankari
Ivy,Yes,No,3.8,210,Casual Dining,"North Indian, Chinese, Fast Food",600.0,Banashankari
The Airos,Yes,No,4.1,130,Cafe,"Cafe, Italian, Pizza",650.0,Banashankari
Chai Kraft,Yes,No,4.1,30,Beverage Shop,"Beverages, Tea",100.0,Banashankari
South Point Pub,Yes,No,3.4,11,Bar,"North Indian, Seafood, Chinese",800.0,Banashankari
The Trundle,Yes,No,3.7,133,Casual Dining,"Chinese, Thai, Continental, North Indian",700.0,Banashankari
The Krishna Grand Xpress,Yes,No,4.0,136,Quick Bites,"South Indian, Fast Food",350.0,Banashankari
Sri Krishna Darshini,Yes,No,3.1,4,Quick Bites,"South Indian, North Indian, Chinese",200.0,Banashankari
Shringar Sweets & Snacks,Yes,No,3.5,11,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200.0,Banashankari
Udupi Grand,Yes,No,3.8,74,Quick Bites,"South Indian, North Indian, Chinese",300.0,Banashankari
Ganesh Grand,Yes,No,3.7,30,Quick Bites,"South Indian, North Indian, Desserts",300.0,Banashankari
Shreyas Upahar & Burger Point,Yes,No,3.0,7,Quick Bites,"South Indian, Burger",200.0,Banashankari
Little Cafe,Yes,No,3.7,54,Cafe,"Cafe, Beverages",600.0,Banashankari
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Kiosk,"Beverages, Desserts",100.0,Banashankari
Sri Krishna Sagar,Yes,No,3.2,119,Casual Dining,"North Indian, Chinese",400.0,Banashankari
Mylari Biryani Family Restaurant,Yes,No,3.7,73,Quick Bites,"Biryani, Fast Food",400.0,Banashankari
1980s Games Cafe,Yes,No,3.4,58,Cafe,"Cafe, Fast Food",400.0,Banashankari
Kadala Tarangaa,Yes,No,3.6,129,Casual Dining,"Mangalorean, Seafood, North Indian",600.0,
Namma Biryani,Yes,No,3.6,24,Quick Bites,"Biryani, Chinese, North Indian",250.0,Banashankari
Nandhanu's Rasoi,Yes,No,3.0,175,Quick Bites,"Chinese, North Indian",400.0,Banashankari
Hotel Pork Paradise,Yes,No,3.7,21,Quick Bites,South Indian,300.0,Banashankari
As On Fire,Yes,No,3.5,41,Food Truck,"Pizza, Fast Food, BBQ",400.0,Banashankari
J K Fish Land,Yes,No,3.6,35,Quick Bites,"Seafood, Mangalorean",300.0,Banashankari
Curry Leaves,Yes,No,4.1,176,Casual Dining,"Andhra, North Indian, Chinese",800.0,Banashankari
Magic Meals,Yes,No,3.7,47,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400.0,Banashankari
Desi Cream Junction,Yes,Yes,3.7,36,Casual Dining,"Chinese, North Indian, Pizza, Italian",650.0,Banashankari
Drunken Monkey,Yes,No,3.8,52,"Beverage Shop, Quick Bites","Beverages, Fast Food",400.0,Banashankari
Ruchi's Corner,Yes,No,2.7,123,Quick Bites,Fast Food,200.0,Banashankari
Tandoori Bytes,Yes,No,3.6,59,Casual Dining,North Indian,700.0,Banashankari
Bangalore Donne Biriyani,Yes,No,3.2,4,Quick Bites,"South Indian, Biryani",300.0,Banashankari
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Quick Bites,"Biryani, Fast Food",400.0,Banashankari
Keventers,Yes,No,3.7,54,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,Banashankari
Sree Sagar,Yes,No,,0,Quick Bites,South Indian,200.0,Banashankari
Navi Food Point,Yes,No,3.6,22,Quick Bites,Fast Food,200.0,Banashankari
Shawarma Inc,Yes,No,3.1,31,Takeaway,"Rolls, Lebanese",250.0,Banashankari
The Cafe Nuts and Bolts,Yes,No,3.0,29,Cafe,"Cafe, Fast Food, Chinese",500.0,Banashankari
AM WOW,Yes,No,3.4,6,Beverage Shop,Beverages,100.0,Banashankari
Lalbagh Grand,Yes,No,3.0,22,Quick Bites,"South Indian, North Indian, Chinese",250.0,Banashankari
Funjabi Curries,Yes,No,2.9,11,Quick Bites,North Indian,500.0,Banashankari
Eat Repeat,Yes,No,3.9,101,Quick Bites,South Indian,150.0,Banashankari
Salut,Yes,Yes,4.1,442,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200.0,Banashankari
Nammura Donne Biriyani,Yes,No,3.5,155,Quick Bites,"Biryani, Fast Food",400.0,Banashankari
Lassi Stop,Yes,No,3.4,12,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150.0,Banashankari
Dakshin Kitchen,Yes,No,3.6,15,Quick Bites,South Indian,100.0,Banashankari
Sri Sai Cafe,Yes,No,3.5,10,Quick Bites,South Indian,200.0,Banashankari
Sri Sai 99 Variety Dosa,Yes,No,3.8,25,Quick Bites,South Indian,300.0,Banashankari
Utsav Restaurant,Yes,No,3.8,61,Quick Bites,"North Indian, Chinese",300.0,Banashankari
Crunch and Munch,Yes,No,3.7,23,Quick Bites,"Chinese, Street Food, Ice Cream",300.0,Banashankari
Food Geek,Yes,No,3.8,25,Quick Bites,"Sandwich, Fast Food, Rolls",350.0,Banashankari
Sri Krishna Aramane,Yes,No,3.7,40,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200.0,Banashankari
Great Indian Rolls,Yes,No,3.3,4,Quick Bites,Rolls,100.0,Banashankari
Chats Point,Yes,No,3.4,8,Quick Bites,"Fast Food, Street Food",150.0,Banashankari
Food Point,Yes,No,3.5,32,Quick Bites,"North Indian, Chinese",300.0,Banashankari
Swarga Ruchi,Yes,No,3.3,10,Quick Bites,South Indian,200.0,Banashankari
Kolkata King,Yes,No,3.4,6,Quick Bites,"Fast Food, Rolls",300.0,Banashankari
Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,Quick Bites,"Ice Cream, Beverages, Fast Food",250.0,Banashankari
New Rajadhani Spicy,Yes,No,3.7,67,Casual Dining,North Indian,700.0,Banashankari
Big Mishra Pedha,Yes,No,2.9,23,Sweet Shop,Mithai,250.0,Banashankari
VEGeatz,Yes,No,3.4,19,Quick Bites,"South Indian, North Indian",200.0,Banashankari
Foodizo,Yes,No,3.6,24,Quick Bites,"Desserts, Fast Food, Continental",300.0,Banashankari
Food Springs,Yes,No,4.0,232,Quick Bites,"South Indian, Chinese",400.0,
Chung's Chinese Corner,Yes,No,3.9,221,Casual Dining,Chinese,700.0,Banashankari
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200.0,Banashankari
Goli Vada Pav No. 1,Yes,No,3.7,93,Quick Bites,Street Food,200.0,Banashankari
Ragoo's,Yes,No,3.9,233,Casual Dining,"Italian, Pizza, North Indian, Salad",800.0,Banashankari
Pure & Natural,Yes,No,3.9,211,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,Banashankari
Maiyas,Yes,No,4.0,1778,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200.0,Banashankari
Sip n Dine,Yes,No,3.6,218,Casual Dining,"North Indian, Chinese, South Indian",800.0,Banashankari
Cafe Mondo,Yes,No,3.7,514,Cafe,"Cafe, Italian, Beverages",600.0,Banashankari
Jalpaan,Yes,Yes,4.0,866,Casual Dining,"North Indian, Continental",900.0,Banashankari
Kataria's Pakwan,Yes,No,3.2,96,Quick Bites,North Indian,400.0,
Juicy Momos,Yes,No,3.5,80,Quick Bites,"Tibetan, Momos",250.0,Banashankari
Amande Patisserie,Yes,No,4.0,73,Bakery,"Bakery, French, Desserts",300.0,Banashankari
Anand Sweets and Savouries,Yes,No,3.9,84,Sweet Shop,"Mithai, Street Food",400.0,Banashankari
Chicken Hunt,Yes,No,3.5,88,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350.0,Banashankari
Swadesh Tadka,Yes,No,3.5,179,Casual Dining,"North Indian, Chinese, Beverages",600.0,Banashankari
Cane-O-La,Yes,No,3.8,61,Quick Bites,Juices,100.0,Banashankari
New Biryani Mane,Yes,No,3.7,128,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450.0,Banashankari
Karnataka Bhel House,Yes,No,4.1,449,Quick Bites,Street Food,100.0,Banashankari
Sreeraj Lassi Bar,Yes,No,4.1,210,"Dessert Parlor, Beverage Shop",Beverages,150.0,Banashankari
Juice Junction Food Court,Yes,No,3.7,57,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200.0,Banashankari
Bunt's Biriyani Palace,Yes,No,3.0,213,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400.0,
Chai Point,Yes,No,3.2,208,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,
Janahaar,Yes,No,3.8,70,Quick Bites,South Indian,100.0,Banashankari
Utsav,Yes,No,3.7,59,Quick Bites,"North Indian, Street Food",200.0,Banashankari
Meat And Eat,Yes,No,3.1,10,Quick Bites,"Fast Food, Burger",500.0,Banashankari
Snacks Bite,Yes,No,3.0,9,Quick Bites,"Fast Food, Momos",400.0,Banashankari
The Spice Saga,Yes,No,3.7,124,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750.0,Banashankari
Dakshin Cafe,Yes,No,3.7,19,Quick Bites,South Indian,100.0,Banashankari
Mr. Parathewala,Yes,No,,0,"Takeaway, Delivery",North Indian,300.0,Banashankari
Kaulige Millet Corner,Yes,No,3.3,4,Quick Bites,"Healthy Food, South Indian",150.0,Banashankari
Ifruit Ice Cream,Yes,No,3.3,4,Dessert Parlor,"Desserts, Ice Cream",150.0,Banashankari
Havmor,Yes,No,3.8,21,Dessert Parlor,"Ice Cream, Desserts",200.0,Banashankari
Grand Food,Yes,No,3.4,8,"Quick Bites, Bakery","South Indian, Bakery, Chinese",250.0,Banashankari
Dining Hut,Yes,No,3.5,10,Quick Bites,"North Indian, Chinese, South Indian",400.0,Banashankari
7 Hills Garden Restaurant,Yes,No,,0,Quick Bites,"North Indian, Mughlai, Chinese",400.0,Banashankari
Desi Swaad,Yes,No,3.5,10,Quick Bites,North Indian,400.0,Banashankari
Yummy Momos,Yes,No,3.2,4,Quick Bites,"Momos, Tibetan, Chinese",200.0,Banashankari
Masale Daan,Yes,No,3.1,4,Delivery,North Indian,350.0,Banashankari
Sri Manjunatha Tandoori Corner,Yes,No,,0,Quick Bites,Mughlai,300.0,Banashankari
Grow Fit,Yes,No,3.6,16,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500.0,Banashankari
The House Of Vadapav,Yes,No,,0,Quick Bites,,150.0,Banashankari
Cutcakes,Yes,No,,0,"Takeaway, Delivery",Bakery,300.0,Banashankari
Lassi Spot,Yes,No,3.3,4,Beverage Shop,,100.0,Banashankari
Sandwich Hub,Yes,No,3.4,12,Quick Bites,"Fast Food, Sandwich",300.0,Banashankari
Healthy Bakes 'n' Brew,Yes,No,,0,Bakery,Bakery,150.0,Banashankari
Udupi Sri Krishna Cafe,Yes,No,3.9,14,Casual Dining,"North Indian, South Indian",600.0,Banashankari
Starlite Bakery & Fastfood,Yes,No,3.7,0,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300.0,Banashankari
Veganbreak24x7,Yes,No,2.8,5,"Takeaway, Delivery","South Indian, Chinese, Continental, Biryani",199.0,Banashankari
Aadhya Hotel,Yes,No,3.3,5,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",800.0,Banashankari
Dodda Mane Baaduta,Yes,No,3.5,15,Quick Bites,"North Indian, South Indian, Chinese, Biryani",250.0,Banashankari
Swadd Kitchen,Yes,No,3.4,4,Casual Dining,"North Indian, Fast Food",500.0,Banashankari
Nandini Milk Parlour and Restaurant,Yes,No,,0,"Dessert Parlor, Quick Bites","Sandwich, Rolls, South Indian, Ice Cream",250.0,Banashankari
Happy Chopsticks,Yes,No,3.6,17,Quick Bites,"Chinese, Fast Food",300.0,Banashankari
Sai Super Sandwich,Yes,No,,0,Quick Bites,"Sandwich, Beverages",200.0,Banashankari
Right Pizza,Yes,No,,0,Quick Bites,Pizza,300.0,Banashankari
Udupi Upachar,Yes,No,3.3,6,Quick Bites,"South Indian, North Indian",500.0,Banashankari
Davanagere Benne Dose Hut,Yes,No,3.4,10,Quick Bites,South Indian,100.0,Banashankari
The Sip Shop,Yes,No,,0,Quick Bites,"Pizza, Beverages, Ice Cream",200.0,Banashankari
Subz,Yes,Yes,4.2,2022,Casual Dining,"North Indian, South Indian",1000.0,Banashankari
Rajastani Rasoi,Yes,No,,0,Quick Bites,North Indian,100.0,Banashankari
Sri Banashankari Upahara,Yes,No,,0,Quick Bites,"North Indian, South Indian",150.0,Banashankari
Mint and Mustard,Yes,No,4.0,232,Casual Dining,"North Indian, Chinese",750.0,Banashankari
Chinese Square,Yes,No,3.9,38,Quick Bites,Chinese,200.0,Banashankari
Hyderabad Express,Yes,No,,0,Quick Bites,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",300.0,Banashankari
Punjabi Raswada,Yes,Yes,3.5,431,Casual Dining,North Indian,800.0,Banashankari
Vinny's,Yes,Yes,4.2,2115,Casual Dining,"Pizza, Italian, Continental, Desserts",800.0,Banashankari
Chetty's Corner,Yes,No,3.4,30,Quick Bites,"Fast Food, Burger, Pizza",200.0,Banashankari
Kapoor's Cafe,Yes,No,4.2,150,Casual Dining,North Indian,800.0,Banashankari
Donne Biryani & Kabab Corner,Yes,No,3.3,12,Quick Bites,"Chinese, Biryani",200.0,Banashankari
Sukh Sagar,Yes,No,3.8,155,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450.0,Banashankari
S M V Snacks Corner,Yes,No,3.7,33,Quick Bites,Fast Food,200.0,Banashankari
Andhra Ruchulu,Yes,Yes,4.1,666,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",1000.0,Banashankari
The Samosa Co,Yes,No,,0,Quick Bites,"Fast Food, Mithai",200.0,Banashankari
Steaming Mugs,Yes,No,3.9,240,Cafe,Cafe,700.0,Banashankari
Rajathadri Food Fort,Yes,No,4.0,465,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600.0,Banashankari
Brew Meister,Yes,Yes,4.1,970,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian",1500.0,
Rasoi,Yes,No,3.3,128,Quick Bites,"North Indian, Chinese",300.0,Banashankari
Mr. Singh Da Dhaba,Yes,No,3.6,241,Quick Bites,"North Indian, Chinese",300.0,Banashankari
Kababs N Biryani,Yes,No,3.4,22,Quick Bites,South Indian,200.0,Banashankari
Ayodhya Upachar,Yes,No,4.3,734,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Banashankari
Biriyani Mane,Yes,No,3.8,130,Quick Bites,"North Indian, Biryani",400.0,
Cafe Ajfan,Yes,No,4.2,261,Cafe,"Cafe, Continental, Beverages",700.0,
Brundhavana Food Point,Yes,No,4.0,191,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",300.0,Banashankari
SLV Corner Restaurant,Yes,No,4.1,364,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550.0,Banashankari
Biryani Royals Garden,Yes,No,,0,Quick Bites,"North Indian, Biryani, Mughlai",500.0,Banashankari
Hotel New Karavali,Yes,No,3.8,133,Quick Bites,"Mangalorean, South Indian, North Indian",300.0,Banashankari
The Krishna Grand,Yes,No,3.9,888,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,Banashankari
Roti Ghar,Yes,No,3.9,750,Casual Dining,"North Indian, Chinese, South Indian",500.0,Banashankari
Multi Snacky Hub,No,No,,0,Quick Bites,Fast Food,200.0,Banashankari
Kettle & Kegs,Yes,No,3.2,6,Delivery,"Tea, Beverages",200.0,Banashankari
Baisakhi,Yes,No,3.8,527,Casual Dining,North Indian,500.0,Banashankari
Poonam Sweets,No,No,4.4,356,Sweet Shop,Mithai,150.0,Banashankari
Amma's Pastries,No,No,3.8,60,Dessert Parlor,Bakery,400.0,Banashankari
The Lassi and Juice Park,No,No,3.8,28,"Beverage Shop, Dessert Parlor","Juices, Desserts",150.0,Banashankari
Corner Stone,No,No,3.6,42,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",300.0,Banashankari
Arun Ice Cream,No,No,3.4,7,Dessert Parlor,"Ice Cream, Desserts",150.0,Banashankari
Sweet N Swirl,No,No,3.2,17,Dessert Parlor,"Desserts, Ice Cream",150.0,Banashankari
Mukesh Sweet Centre,No,No,,0,Sweet Shop,Mithai,300.0,Banashankari
Gopi Ice Creams,No,No,,0,Dessert Parlor,Ice Cream,100.0,Banashankari
Sri Venkateshwara Sweet Meat Stall,No,No,4.0,98,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian, Chinese",400.0,Banashankari
Baskin Robbins,No,No,3.7,25,Dessert Parlor,"Ice Cream, Desserts",250.0,Banashankari
Srinivasa Brahmins Bakery,No,No,3.6,16,"Bakery, Quick Bites","Bakery, Street Food",150.0,Banashankari
Jain Bakes,No,No,3.6,8,Bakery,"Bakery, Desserts",250.0,Banashankari
KC Das - Sweet Spot,No,No,3.6,46,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0,Banashankari
A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7,97,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,Banashankari
Cakecraft,No,No,,0,Takeaway,Desserts,350.0,Banashankari
Jcubez,No,Yes,3.8,977,Lounge,Finger Food,1300.0,Banashankari
Ferment,No,No,,0,"Casual Dining, Bar",Continental,1000.0,Banashankari
Blue Wings Bar & Restaurant,No,No,3.7,43,"Bar, Casual Dining","North Indian, Chinese",700.0,Banashankari
New Imperial Restaurant,No,No,3.7,39,Casual Dining,"North Indian, Chinese",450.0,Banashankari
7 Hills Restaurant,No,No,,0,Casual Dining,"North Indian, South Indian",500.0,Banashankari
Karavali Fish Center,No,No,3.4,10,Quick Bites,"Mangalorean, Chinese",300.0,Banashankari
Iyer's Tiffin Centre,No,No,3.8,62,Quick Bites,"South Indian, Chinese",150.0,Banashankari
Kydz Adda,No,No,3.4,6,Casual Dining,Continental,500.0,Banashankari
Food Box Cafe,No,No,3.6,36,Casual Dining,"Mughlai, North Indian, Chinese",500.0,Banashankari
Linnet Bar & Restaurant,No,No,,0,Bar,"Fast Food, Finger Food",500.0,Banashankari
Sri Ganesh Juice and Chats,No,No,3.5,18,"Beverage Shop, Quick Bites","Juices, Street Food",150.0,Banashankari
Manifest Cafe,No,No,3.5,10,Casual Dining,"South Indian, North Indian, Chinese",500.0,Banashankari
SLN Bar and Restaurant,No,No,,0,Casual Dining,"North Indian, Chinese",700.0,Banashankari
Parijatha Paradise,Yes,No,,0,Casual Dining,"South Indian, North Indian, Fast Food, Chinese, Street Food",500.0,Banashankari
Taaza Thindi,No,No,4.7,651,Quick Bites,South Indian,100.0,Banashankari
Kaapi Corner,No,No,,0,Quick Bites,South Indian,100.0,Banashankari
Sri Laxmi Venkateshwara Coffee Bar,No,No,4.4,343,Quick Bites,South Indian,100.0,Banashankari
Messy Bowl,No,No,3.8,70,Quick Bites,"Fast Food, Beverages",500.0,Banashankari
Brahmin Cafe,No,No,3.8,19,Quick Bites,South Indian,150.0,Banashankari
Hotel Mangala,No,No,3.9,88,Quick Bites,South Indian,250.0,Banashankari
Simple Thindies,No,No,3.5,8,Quick Bites,South Indian,200.0,Banashankari
SLV Swadishta,No,No,3.8,189,Quick Bites,South Indian,300.0,Banashankari
New Sagar Fast Food,No,No,3.6,71,Quick Bites,"North Indian, South Indian",250.0,Banashankari
Parama Ruchi,No,No,3.5,11,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Banashankari
Thrilok Restaurant,No,No,3.4,9,Quick Bites,"Mangalorean, Seafood",350.0,Banashankari
Shri Guru Raghavendra Grand Veg,No,No,,0,Quick Bites,"South Indian, North Indian, Chinese",400.0,Banashankari
Hanumanthanagar Biryani Junction,No,No,3.5,17,Quick Bites,South Indian,300.0,Banashankari
SLV Refreshment,No,No,4.1,94,Quick Bites,South Indian,100.0,Banashankari
SVKP Daily Fresh,No,No,3.3,5,Quick Bites,South Indian,350.0,Banashankari
Srinagar Kabab Corner,No,No,3.4,10,Quick Bites,North Indian,250.0,Banashankari
Sri Venkateshwara Chat Centre,No,No,3.5,12,Quick Bites,Street Food,100.0,Banashankari
